Time,Counter,Direction,RPM,dt
7.62939453125e-06,0,0,0.0,9.059906005859375e-06
0.010304450988769531,1,1,7.054336037310497e-11,1701081425.1733696
0.020670413970947266,2,1,23.132479088151484,0.010375022888183594
0.03105020523071289,2,1,1.4108672074534902e-10,1701081425.1837494
0.04148578643798828,3,1,17.298873129711524,0.020810604095458984
0.05179452896118164,3,1,2.1163008111674105e-10,1701081425.1940582
0.062039852142333984,2,0,7.727993367010088,0.031055927276611328
0.07229924201965332,1,0,7.054336037182156e-11,1701081425.2043176
0.08258819580078125,1,0,2.902414928523237,0.04134488105773926
0.09298491477966309,2,1,1.4108672074278084e-10,1701081425.2147143
0.10351133346557617,3,1,6.940254086153959,0.051871299743652344
0.11404848098754883,3,1,2.1163008111286033e-10,1701081425.2252514
0.1271991729736328,4,1,7.382117760943378,0.06502199172973633
0.13753938674926758,5,1,3.527168018526232e-10,1701081425.2355917
0.14790081977844238,5,1,7.9593093829167465,0.07538342475891113
0.1586287021636963,5,1,3.5271680185039875e-10,1701081425.2463195
0.16905474662780762,5,1,6.99223530261648,0.08580946922302246
0.1802077293395996,6,1,4.2326016221770347e-10,1701081425.2574725
0.19272255897521973,7,1,8.54315779263922,0.09832429885864258
0.20355629920959473,7,1,4.938035225841758e-10,1701081425.2683063
0.21384501457214355,7,1,7.733879830361142,0.1086130142211914
0.2241220474243164,7,1,4.938035225811926e-10,1701081425.2785833
0.2344353199005127,6,0,6.054170360435674,0.1189262866973877
0.24479365348815918,6,0,4.2326016220987337e-10,1701081425.2889416
0.2551100254058838,6,0,5.570916040532539,0.1292426586151123
0.2654874324798584,6,0,4.232601622072913e-10,1701081425.299319
0.276416540145874,6,0,5.136555093098926,0.14017176628112793
0.2880430221557617,6,0,4.2326016220439837e-10,1701081425.3109455
0.2982943058013916,6,0,4.7865004754961005,0.1504230499267578
0.30860114097595215,6,0,4.2326016220183385e-10,1701081425.3212523
0.3189563751220703,6,0,4.478216720323036,0.16077828407287598
0.32970094680786133,6,0,4.2326016219916045e-10,1701081425.331997
0.34017109870910645,6,0,4.204417960983923,0.1712484359741211
0.3505401611328125,6,0,4.2326016219658043e-10,1701081425.342366
0.3611617088317871,6,0,3.958872076956758,0.1818699836730957
0.3716611862182617,6,0,4.23260162193968e-10,1701081425.3528655
0.38193798065185547,6,0,3.747135429979576,0.19214677810668945
0.39220690727233887,6,0,4.232601621914128e-10,1701081425.3631344
0.40248870849609375,6,0,3.5568100234733766,0.20242857933044434
0.4133119583129883,6,0,4.2326016218871983e-10,1701081425.3739576
0.42383790016174316,6,0,3.381003587118617,0.21295452117919922
0.4341776371002197,6,0,4.2326016218614715e-10,1701081425.3842974
0.4446868896484375,6,0,3.2219987517004083,0.223463773727417
0.4553952217102051,6,0,4.2326016218348264e-10,1701081425.3950057
0.46563220024108887,6,0,3.0808629969843255,0.23370075225830078
0.4758470058441162,6,0,4.232601621809411e-10,1701081425.4052205
0.48616743087768555,6,0,2.9505635862858686,0.24402117729187012
0.49649643898010254,6,0,4.2326016217837103e-10,1701081425.4155495
0.5068371295928955,6,0,2.8306129607047152,0.2543618679046631
0.5172460079193115,6,0,4.2326016217578107e-10,1701081425.4259584
0.5280039310455322,6,0,2.7157534984482816,0.2651197910308838
0.5385982990264893,6,0,4.23260162173145e-10,1701081425.4365528
0.5488543510437012,6,0,2.6146084276326613,0.2753758430480957
0.5591049194335938,6,0,4.232601621705945e-10,1701081425.4468033
0.5695986747741699,6,0,2.5186308864543165,0.2858695983886719
0.5801601409912109,6,0,4.232601621679666e-10,1701081425.4573648
0.5907557010650635,6,0,2.428615907966851,0.2964651584625244
0.6011862754821777,6,0,4.232601621653713e-10,1701081425.4677954
0.6117966175079346,6,0,2.344700240999776,0.30707550048828125
0.6232986450195312,6,0,4.2326016216250937e-10,1701081425.4792974
0.6338615417480469,6,0,2.26672847586679,0.3176383972167969
0.6440534591674805,6,0,4.2326016215997344e-10,1701081425.4894893
0.6542994976043701,6,0,2.195895631839226,0.3278844356536865
0.6646409034729004,6,0,4.232601621574003e-10,1701081425.4998307
0.6749773025512695,6,0,2.1287866567131983,0.33822083473205566
0.6855361461639404,6,0,4.2326016215477306e-10,1701081425.5103896
0.6964101791381836,6,0,2.062476611961399,0.34909486770629883
0.7071049213409424,6,0,4.23260162152112e-10,1701081425.5210843
0.717414379119873,6,0,2.0033147876780073,0.3594043254852295
0.7276608943939209,6,0,4.232601621495625e-10,1701081425.5313308
0.737940788269043,6,0,1.9476081539152104,0.36968421936035156
0.7483298778533936,6,0,4.232601621469775e-10,1701081425.54172
0.7585721015930176,6,0,1.8951036788206286,0.3799264430999756
0.7690212726593018,6,0,4.232601621443775e-10,1701081425.552169
0.7798953056335449,6,0,1.8423723717861116,0.39080047607421875
0.7901408672332764,6,0,4.232601621418283e-10,1701081425.5624146
0.8003921508789062,6,0,1.795279493357541,0.40105175971984863
0.8106799125671387,6,0,4.232601621392685e-10,1701081425.5727024
0.8210370540618896,6,0,1.7500836707089933,0.4114089012145996
0.8314931392669678,6,0,4.232601621366668e-10,1701081425.5831585
0.8418645858764648,6,0,1.7070496615462885,0.4217803478240967
0.8522131443023682,6,0,4.2326016213409195e-10,1701081425.593507
0.8629519939422607,6,0,1.6646659945306723,0.43251919746398926
0.8732731342315674,6,0,4.232601621315238e-10,1701081425.6038282
0.8836672306060791,6,0,1.625600337619428,0.442913293838501
0.894202470779419,6,0,4.2326016212890247e-10,1701081425.6143634
0.9048135280609131,6,0,1.587566352770107,0.4535243511199951
0.9183444976806641,6,0,4.232601621255357e-10,1701081425.6278944
0.934211015701294,6,0,1.533902867173786,0.469390869140625
0.944490909576416,6,0,4.232601621229779e-10,1701081425.6381743
0.9555816650390625,6,0,1.498496431771967,0.4804816246032715
0.9659090042114258,6,0,4.2326016212040826e-10,1701081425.6485016
0.9764480590820312,6,0,1.4663333543741413,0.49102067947387695
0.9871716499328613,6,0,4.2326016211774003e-10,1701081425.6592252
0.9977865219116211,6,0,1.4353049697435187,0.5016355514526367
1.0080618858337402,6,0,4.232601621151833e-10,1701081425.6695006
1.0185024738311768,6,0,1.406040907848625,0.5120761394500732
1.0290555953979492,6,0,4.2326016211255754e-10,1701081425.6800537
1.0397863388061523,6,0,1.3771815628433095,0.5228068828582764
1.05031418800354,6,0,4.23260162109938e-10,1701081425.6905816
1.0605909824371338,6,0,1.3506322378086826,0.5330836772918701
1.0726428031921387,6,0,4.2326016210693933e-10,1701081425.7026334
1.0830152034759521,6,0,1.324854076914303,0.5434560775756836
1.0932698249816895,6,0,4.2326016210438773e-10,1701081425.712888
1.1036591529846191,6,0,1.3000017563525723,0.5538454055786133
1.1139562129974365,6,0,4.2326016210182565e-10,1701081425.723185
1.1243093013763428,6,0,1.2761466180982244,0.5641984939575195
1.1347503662109375,6,0,4.2326016209922773e-10,1701081425.7336261
1.1456634998321533,6,0,1.25193086954485,0.5751116275787354
1.1560347080230713,6,0,4.232601620966472e-10,1701081425.7439973
1.1668994426727295,6,0,1.2287185054051184,0.5859763622283936
1.1773836612701416,6,0,4.232601620940385e-10,1701081425.7544816
1.1878035068511963,6,0,1.2072511370327892,0.5963962078094482
1.1981241703033447,6,0,4.2326016209147053e-10,1701081425.7648022
1.208420991897583,6,0,1.1867616160147447,0.6066930294036865
1.218827247619629,6,0,4.232601620888813e-10,1701081425.7752085
1.2295680046081543,6,0,1.1661169438217867,0.6174337863922119
1.23992919921875,6,0,4.232601620863032e-10,1701081425.7855697
1.2501721382141113,6,0,1.1470872996850723,0.6276767253875732
1.2604482173919678,6,0,4.2326016208374637e-10,1701081425.7958457
1.2708120346069336,6,0,1.128454936520416,0.6380405426025391
1.28108549118042,6,0,4.2326016208119013e-10,1701081425.8061192
1.2915234565734863,6,0,1.11029122958209,0.6484785079956055
1.3021948337554932,6,0,4.2326016207853493e-10,1701081425.8167906
1.3124549388885498,6,0,1.0929980202319984,0.6587386131286621
1.3227057456970215,6,0,4.232601620759843e-10,1701081425.8270414
1.3329458236694336,6,0,1.076267464984497,0.6689786911010742
1.34326171875,6,0,4.232601620734175e-10,1701081425.8373573
1.3537318706512451,6,0,1.0596824285085173,0.6794488430023193
1.3647282123565674,6,0,4.232601620706814e-10,1701081425.8483536
1.3767261505126953,6,0,1.0412948901052295,0.6914467811584473
1.3874547481536865,6,0,4.2326016206801195e-10,1701081425.8590822
1.3977046012878418,6,0,1.026084442781815,0.7016966342926025
1.4079468250274658,6,0,4.232601620654635e-10,1701081425.8693244
1.4181828498840332,6,0,1.0113316066444704,0.7119326591491699
1.428471565246582,6,0,4.232601620629035e-10,1701081425.8796132
1.4388155937194824,6,0,0.9968479010037473,0.7222766876220703
1.4490759372711182,6,0,4.2326016206035055e-10,1701081425.8898735
1.459378719329834,6,0,0.9828285255028133,0.7325794696807861
1.4728655815124512,6,0,4.2326016205699473e-10,1701081425.9033604
1.4831678867340088,6,0,0.9691986320362327,0.7428817749023438
1.4935169219970703,6,0,4.232601620544197e-10,1701081425.9137094
1.504127025604248,6,0,0.9555511088244618,0.7534918785095215
1.5146422386169434,6,0,4.2326016205180335e-10,1701081425.9242246
1.5251762866973877,6,0,0.9423763971119876,0.7640259265899658
1.536592960357666,6,0,4.2326016204896265e-10,1701081425.9356413
1.546863317489624,6,0,0.9298766055534583,0.7742962837219238
1.5571870803833008,6,0,4.232601620463939e-10,1701081425.945965
1.5679888725280762,6,0,0.9170828742704089,0.7850980758666992
1.5787932872772217,6,0,4.232601620437056e-10,1701081425.9567695
1.5891435146331787,6,0,0.9051499601960465,0.7954483032226562
1.5995702743530273,6,0,4.232601620411112e-10,1701081425.9671962
1.6100597381591797,6,0,0.8933692270736623,0.8059377670288086
1.6208252906799316,6,0,4.232601620384326e-10,1701081425.9779618
1.6315481662750244,6,0,0.8816391563656917,0.8166606426239014
1.6419007778167725,6,0,4.232601620358566e-10,1701081425.9883144
1.6531846523284912,6,0,0.8696234893745441,0.8279445171356201
1.6639313697814941,6,0,4.232601620331827e-10,1701081425.999061
1.674164056777954,6,0,0.8590068978856914,0.8381772041320801
1.68440580368042,6,0,4.2326016203063435e-10,1701081426.0093029
1.6948649883270264,6,0,0.8484198998774808,0.8486363887786865
1.7053065299987793,6,0,4.232601620280363e-10,1701081426.0197444
1.7157306671142578,6,0,0.8381248797930484,0.859060525894165
1.7262144088745117,6,0,4.2326016202542776e-10,1701081426.0302281
1.7364749908447266,6,0,0.8282325063621082,0.8693211078643799
1.7478575706481934,6,0,4.2326016202259555e-10,1701081426.0416107
1.7581219673156738,6,0,0.8185673778050763,0.8795855045318604
1.7683556079864502,6,0,4.232601620200492e-10,1701081426.0518444
1.778641700744629,6,0,0.8091054958857484,0.8898715972900391
1.7889552116394043,6,0,4.23260162017483e-10,1701081426.0621579
1.79935884475708,6,0,0.7997554255423953,0.9002752304077148
1.8099136352539062,6,0,4.232601620148568e-10,1701081426.0727127
1.820216417312622,6,0,0.7907065513802349,0.9105780124664307
1.8305892944335938,6,0,4.2326016201227585e-10,1701081426.0830855
1.8411271572113037,6,0,0.7816606133394074,0.9211158752441406
1.8514809608459473,6,0,4.232601620096996e-10,1701081426.0934393
1.8622639179229736,6,0,0.772616055550396,0.931898832321167
1.8728489875793457,6,0,4.232601620070659e-10,1701081426.1040244
1.8832786083221436,6,0,0.7640647989126639,0.9423284530639648
1.893657922744751,6,0,4.232601620044833e-10,1701081426.1144037
1.904306411743164,6,0,0.7555271992644621,0.9529769420623779
1.915029764175415,6,0,4.2326016200181517e-10,1701081426.125127
1.92545747756958,6,0,0.7473495129196805,0.963404655456543
1.9359211921691895,6,0,4.2326016199921156e-10,1701081426.1355908
1.946197748184204,6,0,0.7394617370831665,0.9736812114715576
1.9564990997314453,6,0,4.232601619966484e-10,1701081426.1458921
1.9668934345245361,6,0,0.7316511448058782,0.9840755462646484
1.9771771430969238,6,0,4.2326016199408966e-10,1701081426.1561759
1.9876887798309326,6,0,0.7239184380289486,0.9945871829986572
2.000610828399658,6,0,4.232601619908744e-10,1701081426.169098
2.0108835697174072,6,0,0.7165177778283944,1.0048599243164062
2.0211732387542725,6,0,4.2326016198831413e-10,1701081426.1793876
2.0316765308380127,6,0,0.7091058533247612,1.0153632164001465
2.042067527770996,6,0,4.232601619857286e-10,1701081426.1897786
2.0526294708251953,6,0,0.7018055784721599,1.0259251594543457
2.063042640686035,6,0,4.232601619831377e-10,1701081426.2001917
2.07332706451416,6,0,0.6948401284991089,1.0362095832824707
2.0838193893432617,6,0,4.23260161980527e-10,1701081426.210684
2.094097375869751,6,0,0.6880158166918682,1.04648756980896
2.1043477058410645,6,0,4.2326016197797655e-10,1701081426.2209344
2.114701986312866,6,0,0.6812750647684174,1.0568418502807617
2.1250972747802734,6,0,4.2326016197538995e-10,1701081426.2313297
2.1354775428771973,6,0,0.6746486861558795,1.0672221183776855
2.1458044052124023,6,0,4.2326016197282047e-10,1701081426.2416565
2.156311273574829,6,0,0.6680714807326822,1.0777289867401123
2.1668803691864014,6,0,4.232601619701907e-10,1701081426.2522256
2.1771938800811768,6,0,0.6617388581467054,1.0880424976348877
2.187492847442627,6,0,4.232601619676281e-10,1701081426.2625246
2.1979923248291016,6,0,0.6554141911473149,1.0985419750213623
2.208364963531494,6,0,4.2326016196504725e-10,1701081426.2728972
2.2187554836273193,6,0,0.6492730650154799,1.1089324951171875
2.229095220565796,6,0,4.232601619624745e-10,1701081426.283237
2.239363670349121,6,0,0.6433161116246214,1.1192009449005127
2.249621629714966,6,0,4.232601619599221e-10,1701081426.293495
2.260131597518921,6,0,0.637331189690253,1.1297109127044678
2.270496129989624,6,0,4.2326016195734325e-10,1701081426.3038595
2.2808473110198975,6,0,0.6315445482810016,1.1400620937347412
2.2911770343780518,6,0,4.23260161954773e-10,1701081426.3141892
2.3016231060028076,6,0,0.6258104215844683,1.150508165359497
2.3124661445617676,6,0,4.2326016195207504e-10,1701081426.3250322
2.32283091545105,6,0,0.6202229180452712,1.1608729362487793
2.333197593688965,6,0,4.232601619494957e-10,1701081426.335399
2.343423843383789,6,0,0.6148070194582759,1.1710991859436035
2.3537864685058594,6,0,4.2326016194691726e-10,1701081426.3457615
2.364222526550293,6,0,0.609376659446724,1.181535243988037
2.3744733333587646,6,0,4.232601619443667e-10,1701081426.3560123
2.3847522735595703,6,0,0.6041210194943578,1.1918141841888428
2.3955063819885254,6,0,4.232601619416908e-10,1701081426.3667665
2.4058165550231934,6,0,0.5989396984376472,1.2021243572235107
2.4160752296447754,6,0,4.232601619391383e-10,1701081426.3770251
2.4263479709625244,6,0,0.5938648326248013,1.2123970985412598
2.4367687702178955,6,0,4.232601619365454e-10,1701081426.387446
2.447904348373413,6,0,0.5884599681831255,1.2235326766967773
2.4582502841949463,6,0,4.2326016193397116e-10,1701081426.3977919
2.468783378601074,6,0,0.5834372987725962,1.2340657711029053
2.4792287349700928,6,0,4.2326016193137216e-10,1701081426.4082372
2.4895286560058594,6,0,0.5786080446838318,1.2443656921386719
2.499847888946533,6,0,4.2326016192880454e-10,1701081426.4185565
2.510227918624878,6,0,0.5738214424491975,1.2547457218170166
2.5207104682922363,6,0,4.2326016192619633e-10,1701081426.429039
2.531144857406616,6,0,0.5690889334878594,1.2651801109313965
2.5417473316192627,6,0,4.232601619235582e-10,1701081426.4396415
2.552461862564087,6,0,0.5643099174248668,1.2758946418762207
2.5627188682556152,6,0,4.232601619210061e-10,1701081426.4498985
2.5729663372039795,6,0,0.5598137203814795,1.286142110824585
2.583188533782959,6,0,4.232601619184626e-10,1701081426.4601207
2.593648672103882,6,0,0.5552975096830948,1.2966022491455078
2.6042160987854004,6,0,4.2326016191583326e-10,1701081426.470688
2.614945411682129,6,0,0.5507401648555463,1.3073315620422363
2.6258230209350586,6,0,4.2326016191312667e-10,1701081426.4815657
2.6378488540649414,6,0,0.545720213972857,1.3193573951721191
